url,gametype,location,date,time,winningteam,quarter,secleft,awayteam,awayplay,awayscore,hometeam,homeplay,homescore,shooter,shottype,shotoutcome,shotdist,assister,blocker,foultype,fouler,fouled,rebounder,reboundtype,violationplayer,violationtype,timeoutteam,freethrowshooter,freethrowoutcome,freethrownum,entergame,leavegame,turnoverplayer,turnovertype,turnovercause,turnovercauser,jumpballawayplayer,jumpballhomeplayer,jumpballposs
/boxscores/201810160BOS.html,regular,TD Garden Boston Massachusetts,October 16 2018,8:00 PM,BOS,1,720,PHI,Jump ball: J. Embiid vs. A. Horford (B. Simmons gains possession),0,BOS,,0,,,,,,,,,,,,,,,,,,,,,,,,J. Embiid - PHI,A. Horford - BOS,B. Simmons
